invoice_id,order_id,vendor_name,invoice_amount,tax_amount,net_total,invoice_date,due_date,status
INV-2026-1181,ord_live_1181,Razorpay Software Private Limited,455.0,81.9,536.9,2026-07-16 10:08:47,2026-08-15 10:08:47,ISSUED
INV-2026-1182,ord_live_1182,Paytm Payments Bank Ltd,229.0,41.22,270.22,2026-07-30 23:49:23,2026-08-29 23:49:23,ISSUED
INV-2026-1183,ord_live_1183,PhonePe Merchant Services,3420.0,615.6,4035.6,2026-08-16 06:33:19,2026-09-15 06:33:19,ISSUED
INV-2026-1184,ord_live_1184,Razorpay Software Private Limited,82973.0,14935.14,97908.14,2026-07-30 21:27:43,2026-08-29 21:27:43,ISSUED
INV-2026-1185,ord_live_1185,Razorpay Software Private Limited,16534.0,2976.12,19510.12,2026-07-04 11:20:38,2026-08-03 11:20:38,ISSUED
INV-2026-1186,ord_live_1186,Cashfree Payments India Pvt Ltd,1377.0,247.86,1624.8600000000001,2026-08-10 03:35:45,2026-09-09 03:35:45,ISSUED
INV-2026-1187,ord_live_1187,Paytm Payments Bank Ltd,144542.0,26017.56,170559.56,2026-07-18 23:32:38,2026-08-17 23:32:38,ISSUED
INV-2026-1188,ord_live_1188,Razorpay Software Private Limited,5749.0,1034.82,6783.82,2026-08-11 05:56:49,2026-09-10 05:56:49,ISSUED
INV-2026-1189,ord_live_1189,BillDesk Technology Services,9487.0,1707.66,11194.66,2026-07-26 19:52:29,2026-08-25 19:52:29,ISSUED
INV-2026-1190,ord_live_1190,Cashfree Payments India Pvt Ltd,12241.0,2203.38,14444.380000000001,2026-07-27 19:42:16,2026-08-26 19:42:16,ISSUED
INV-2026-1191,ord_live_1191,Paytm Payments Bank Ltd,17540.0,3157.2,20697.2,2026-07-04 11:53:05,2026-08-03 11:53:05,ISSUED
INV-2026-1192,ord_live_1192,Cashfree Payments India Pvt Ltd,1612.0,290.16,1902.16,2026-07-23 13:35:03,2026-08-22 13:35:03,ISSUED
INV-2026-1193,ord_live_1193,PhonePe Merchant Services,823.0,148.14,971.14,2026-08-11 22:55:58,2026-09-10 22:55:58,ISSUED
INV-2026-1194,ord_live_1194,BillDesk Technology Services,13522.0,2433.96,15955.96,2026-07-07 03:32:13,2026-08-06 03:32:13,ISSUED
INV-2026-1195,ord_live_1195,BillDesk Technology Services,5546.0,998.28,6544.28,2026-07-23 02:23:07,2026-08-22 02:23:07,ISSUED
INV-2026-1196,ord_live_1196,Cashfree Payments India Pvt Ltd,977.0,175.86,1152.8600000000001,2026-08-05 04:39:43,2026-09-04 04:39:43,ISSUED
INV-2026-1197,ord_live_1197,PhonePe Merchant Services,74359.0,13384.62,87743.62,2026-08-13 17:01:11,2026-09-12 17:01:11,ISSUED
INV-2026-1198,ord_live_1198,BillDesk Technology Services,13135.0,2364.3,15499.3,2026-07-22 09:11:55,2026-08-21 09:11:55,ISSUED
INV-2026-1199,ord_live_1199,Razorpay Software Private Limited,4280.0,770.4,5050.4,2026-07-10 08:40:01,2026-08-09 08:40:01,ISSUED
INV-2026-1200,ord_live_1200,Cashfree Payments India Pvt Ltd,14327.0,2578.86,16905.86,2026-07-26 23:21:10,2026-08-25 23:21:10,ISSUED
INV-2026-1201,ord_live_1201,Cashfree Payments India Pvt Ltd,4783.0,860.94,5643.9400000000005,2026-07-03 13:10:48,2026-08-02 13:10:48,ISSUED
INV-2026-1202,ord_live_1202,Razorpay Software Private Limited,1006.0,181.08,1187.08,2026-08-11 22:31:38,2026-09-10 22:31:38,ISSUED
INV-2026-1203,ord_live_1203,Cashfree Payments India Pvt Ltd,1645.0,296.1,1941.1,2026-08-01 12:22:27,2026-08-31 12:22:27,ISSUED
INV-2026-1204,ord_live_1204,Cashfree Payments India Pvt Ltd,17945.0,3230.1,21175.1,2026-08-03 06:19:02,2026-09-02 06:19:02,ISSUED
INV-2026-1205,ord_live_1205,Razorpay Software Private Limited,82181.0,14792.58,96973.58,2026-06-30 15:19:13,2026-07-30 15:19:13,ISSUED
INV-2026-1206,ord_live_1206,Razorpay Software Private Limited,344.0,61.92,405.92,2026-07-01 00:47:27,2026-07-31 00:47:27,ISSUED
INV-2026-1207,ord_live_1207,Cashfree Payments India Pvt Ltd,1540.0,277.2,1817.2,2026-07-15 01:35:53,2026-08-14 01:35:53,ISSUED
INV-2026-1208,ord_live_1208,Razorpay Software Private Limited,1618.0,291.24,1909.24,2026-07-02 22:01:29,2026-08-01 22:01:29,ISSUED
INV-2026-1209,ord_live_1209,PhonePe Merchant Services,15252.0,2745.36,17997.36,2026-08-15 05:26:18,2026-09-14 05:26:18,ISSUED
INV-2026-1210,ord_live_1210,Cashfree Payments India Pvt Ltd,764.0,137.52,901.52,2026-07-11 04:29:53,2026-08-10 04:29:53,ISSUED
INV-2026-1211,ord_live_1211,Paytm Payments Bank Ltd,315.0,56.7,371.7,2026-07-15 22:37:25,2026-08-14 22:37:25,ISSUED
INV-2026-1212,ord_live_1212,BillDesk Technology Services,68877.0,12397.86,81274.86,2026-07-21 16:21:49,2026-08-20 16:21:49,ISSUED
INV-2026-1213,ord_live_1213,Razorpay Software Private Limited,5736.0,1032.48,6768.48,2026-08-03 01:12:57,2026-09-02 01:12:57,ISSUED
INV-2026-1214,ord_live_1214,PhonePe Merchant Services,6839.0,1231.02,8070.02,2026-07-15 12:09:16,2026-08-14 12:09:16,ISSUED
INV-2026-1215,ord_live_1215,BillDesk Technology Services,4469.0,804.42,5273.42,2026-07-12 05:31:29,2026-08-11 05:31:29,ISSUED
INV-2026-1216,ord_live_1216,Paytm Payments Bank Ltd,56994.0,10258.92,67252.92,2026-08-11 05:39:20,2026-09-10 05:39:20,ISSUED
INV-2026-1217,ord_live_1217,PhonePe Merchant Services,1059.0,190.62,1249.62,2026-07-29 05:19:50,2026-08-28 05:19:50,ISSUED
INV-2026-1218,ord_live_1218,Cashfree Payments India Pvt Ltd,1138.0,204.84,1342.84,2026-07-04 18:29:28,2026-08-03 18:29:28,ISSUED
INV-2026-1219,ord_live_1219,Razorpay Software Private Limited,686.0,123.48,809.48,2026-07-05 05:55:54,2026-08-04 05:55:54,ISSUED
INV-2026-1220,ord_live_1220,BillDesk Technology Services,14598.0,2627.64,17225.64,2026-07-30 03:35:50,2026-08-29 03:35:50,ISSUED
INV-2026-1221,ord_live_1221,BillDesk Technology Services,57464.0,10343.52,67807.52,2026-08-10 15:20:38,2026-09-09 15:20:38,ISSUED
INV-2026-1222,ord_live_1222,Razorpay Software Private Limited,225.0,40.5,265.5,2026-07-28 12:51:57,2026-08-27 12:51:57,ISSUED
INV-2026-1223,ord_live_1223,Cashfree Payments India Pvt Ltd,1422.0,255.96,1677.96,2026-07-11 10:15:45,2026-08-10 10:15:45,ISSUED
INV-2026-1224,ord_live_1224,Paytm Payments Bank Ltd,7201.0,1296.18,8497.18,2026-07-23 20:58:18,2026-08-22 20:58:18,ISSUED
INV-2026-1225,ord_live_1225,Razorpay Software Private Limited,3715.0,668.7,4383.7,2026-08-20 05:41:21,2026-09-19 05:41:21,ISSUED
INV-2026-1226,ord_live_1226,PhonePe Merchant Services,1488.0,267.84,1755.84,2026-07-24 18:16:46,2026-08-23 18:16:46,ISSUED
INV-2026-1227,ord_live_1227,BillDesk Technology Services,1458.0,262.44,1720.44,2026-07-09 20:19:41,2026-08-08 20:19:41,ISSUED
INV-2026-1228,ord_live_1228,Cashfree Payments India Pvt Ltd,4776.0,859.68,5635.68,2026-07-20 02:24:41,2026-08-19 02:24:41,ISSUED
INV-2026-1229,ord_live_1229,Paytm Payments Bank Ltd,19248.0,3464.64,22712.64,2026-07-06 05:42:27,2026-08-05 05:42:27,ISSUED
INV-2026-1230,ord_live_1230,PhonePe Merchant Services,468.0,84.24,552.24,2026-07-13 19:49:31,2026-08-12 19:49:31,ISSUED
INV-2026-1231,ord_live_1231,BillDesk Technology Services,95309.0,17155.62,112464.62,2026-07-04 18:54:50,2026-08-03 18:54:50,ISSUED
INV-2026-1232,ord_live_1232,BillDesk Technology Services,19253.0,3465.54,22718.54,2026-07-03 06:21:56,2026-08-02 06:21:56,ISSUED
INV-2026-1233,ord_live_1233,Paytm Payments Bank Ltd,431.0,77.58,508.58,2026-07-12 07:49:39,2026-08-11 07:49:39,ISSUED
INV-2026-1234,ord_live_1234,BillDesk Technology Services,940.0,169.2,1109.2,2026-07-24 06:46:15,2026-08-23 06:46:15,ISSUED
INV-2026-1235,ord_live_1235,PhonePe Merchant Services,1632.0,293.76,1925.76,2026-08-19 23:14:34,2026-09-18 23:14:34,ISSUED
INV-2026-1236,ord_live_1236,Cashfree Payments India Pvt Ltd,136475.0,24565.5,161040.5,2026-07-12 20:43:36,2026-08-11 20:43:36,ISSUED
INV-2026-1237,ord_live_1237,Cashfree Payments India Pvt Ltd,14513.0,2612.34,17125.34,2026-08-02 01:26:10,2026-09-01 01:26:10,ISSUED
INV-2026-1238,ord_live_1238,Razorpay Software Private Limited,611.0,109.98,720.98,2026-07-04 05:30:55,2026-08-03 05:30:55,ISSUED
INV-2026-1239,ord_live_1239,Razorpay Software Private Limited,66622.0,11991.96,78613.95999999999,2026-08-02 12:18:05,2026-09-01 12:18:05,ISSUED
INV-2026-1240,ord_live_1240,PhonePe Merchant Services,1150.0,207.0,1357.0,2026-07-09 22:05:58,2026-08-08 22:05:58,ISSUED
INV-2026-1241,ord_live_1241,Paytm Payments Bank Ltd,21747.0,3914.46,25661.46,2026-07-26 10:25:32,2026-08-25 10:25:32,ISSUED
INV-2026-1242,ord_live_1242,Cashfree Payments India Pvt Ltd,266.0,47.88,313.88,2026-07-23 16:01:20,2026-08-22 16:01:20,ISSUED
INV-2026-1243,ord_live_1243,BillDesk Technology Services,6785.0,1221.3,8006.3,2026-07-08 10:18:58,2026-08-07 10:18:58,ISSUED
INV-2026-1244,ord_live_1244,Razorpay Software Private Limited,69731.0,12551.58,82282.58,2026-08-15 00:28:39,2026-09-14 00:28:39,ISSUED
INV-2026-1245,ord_live_1245,PhonePe Merchant Services,540.0,97.2,637.2,2026-07-10 02:46:38,2026-08-09 02:46:38,ISSUED
INV-2026-1246,ord_live_1246,PhonePe Merchant Services,9786.0,1761.48,11547.48,2026-07-19 12:03:15,2026-08-18 12:03:15,ISSUED
INV-2026-1247,ord_live_1247,PhonePe Merchant Services,16978.0,3056.04,20034.04,2026-07-04 12:53:57,2026-08-03 12:53:57,ISSUED
INV-2026-1248,ord_live_1248,Paytm Payments Bank Ltd,18887.0,3399.66,22286.66,2026-08-05 16:45:09,2026-09-04 16:45:09,ISSUED
INV-2026-1249,ord_live_1249,Cashfree Payments India Pvt Ltd,821.0,147.78,968.78,2026-07-16 03:26:11,2026-08-15 03:26:11,ISSUED
INV-2026-1250,ord_live_1250,Paytm Payments Bank Ltd,83871.0,15096.78,98967.78,2026-08-03 02:32:50,2026-09-02 02:32:50,ISSUED
INV-2026-1251,ord_live_1251,Razorpay Software Private Limited,22853.0,4113.54,26966.54,2026-08-09 21:23:16,2026-09-08 21:23:16,ISSUED
INV-2026-1252,ord_live_1252,Paytm Payments Bank Ltd,13298.0,2393.64,15691.64,2026-07-16 08:42:40,2026-08-15 08:42:40,ISSUED
INV-2026-1253,ord_live_1253,PhonePe Merchant Services,12895.0,2321.1,15216.1,2026-07-08 10:22:34,2026-08-07 10:22:34,ISSUED
INV-2026-1254,ord_live_1254,Paytm Payments Bank Ltd,1694.0,304.92,1998.92,2026-08-12 23:44:30,2026-09-11 23:44:30,ISSUED
INV-2026-1255,ord_live_1255,BillDesk Technology Services,1688.0,303.84,1991.84,2026-07-29 10:18:12,2026-08-28 10:18:12,ISSUED
INV-2026-1256,ord_live_1256,BillDesk Technology Services,40682.0,7322.76,48004.76,2026-07-20 01:25:52,2026-08-19 01:25:52,ISSUED
INV-2026-1257,ord_live_1257,BillDesk Technology Services,1423.0,256.14,1679.1399999999999,2026-07-12 18:22:55,2026-08-11 18:22:55,ISSUED
INV-2026-1258,ord_live_1258,Razorpay Software Private Limited,353.0,63.54,416.54,2026-07-23 22:56:25,2026-08-22 22:56:25,ISSUED
INV-2026-1259,ord_live_1259,BillDesk Technology Services,481.0,86.58,567.58,2026-08-01 07:31:23,2026-08-31 07:31:23,ISSUED
INV-2026-1260,ord_live_1260,Paytm Payments Bank Ltd,4586.0,825.48,5411.48,2026-07-28 04:52:11,2026-08-27 04:52:11,ISSUED
INV-2026-1261,ord_live_1261,PhonePe Merchant Services,770.0,138.6,908.6,2026-08-11 18:19:28,2026-09-10 18:19:28,ISSUED
INV-2026-1262,ord_live_1262,Cashfree Payments India Pvt Ltd,13519.0,2433.42,15952.42,2026-07-28 10:46:55,2026-08-27 10:46:55,ISSUED
INV-2026-1263,ord_live_1263,PhonePe Merchant Services,110987.0,19977.66,130964.66,2026-08-09 10:04:42,2026-09-08 10:04:42,ISSUED
INV-2026-1264,ord_live_1264,Paytm Payments Bank Ltd,7242.0,1303.56,8545.56,2026-07-01 13:54:38,2026-07-31 13:54:38,ISSUED
INV-2026-1265,ord_live_1265,Razorpay Software Private Limited,582.0,104.76,686.76,2026-08-19 05:23:23,2026-09-18 05:23:23,ISSUED
INV-2026-1266,ord_live_1266,Razorpay Software Private Limited,413.0,74.34,487.34000000000003,2026-08-12 23:23:23,2026-09-11 23:23:23,ISSUED
INV-2026-1267,ord_live_1267,BillDesk Technology Services,19349.0,3482.82,22831.82,2026-07-23 21:20:41,2026-08-22 21:20:41,ISSUED
INV-2026-1268,ord_live_1268,Paytm Payments Bank Ltd,78397.0,14111.46,92508.45999999999,2026-08-16 14:31:33,2026-09-15 14:31:33,ISSUED
INV-2026-1269,ord_live_1269,Paytm Payments Bank Ltd,1686.0,303.48,1989.48,2026-07-17 07:28:13,2026-08-16 07:28:13,ISSUED
INV-2026-1270,ord_live_1270,Razorpay Software Private Limited,52191.0,9394.38,61585.38,2026-07-12 12:08:54,2026-08-11 12:08:54,ISSUED
INV-2026-1271,ord_live_1271,Paytm Payments Bank Ltd,1559.0,280.62,1839.62,2026-07-28 11:51:43,2026-08-27 11:51:43,ISSUED
INV-2026-1272,ord_live_1272,Paytm Payments Bank Ltd,231.0,41.58,272.58,2026-08-05 02:18:57,2026-09-04 02:18:57,ISSUED
INV-2026-1273,ord_live_1273,Razorpay Software Private Limited,7704.0,1386.72,9090.72,2026-08-19 20:32:14,2026-09-18 20:32:14,ISSUED
INV-2026-1274,ord_live_1274,Cashfree Payments India Pvt Ltd,9757.0,1756.26,11513.26,2026-08-20 00:01:23,2026-09-19 00:01:23,ISSUED
INV-2026-1275,ord_live_1275,Razorpay Software Private Limited,56152.0,10107.36,66259.36,2026-07-09 04:56:05,2026-08-08 04:56:05,ISSUED
INV-2026-1276,ord_live_1276,Razorpay Software Private Limited,1567.0,282.06,1849.06,2026-08-16 00:33:26,2026-09-15 00:33:26,ISSUED
INV-2026-1277,ord_live_1277,Cashfree Payments India Pvt Ltd,748.0,134.64,882.64,2026-08-10 11:28:29,2026-09-09 11:28:29,ISSUED
INV-2026-1278,ord_live_1278,PhonePe Merchant Services,71135.0,12804.3,83939.3,2026-08-05 05:37:11,2026-09-04 05:37:11,ISSUED
INV-2026-1279,ord_live_1279,Razorpay Software Private Limited,3815.0,686.7,4501.7,2026-07-08 01:09:19,2026-08-07 01:09:19,ISSUED
INV-2026-1280,ord_live_1280,BillDesk Technology Services,1551.0,279.18,1830.18,2026-07-14 20:33:57,2026-08-13 20:33:57,ISSUED
INV-2026-1281,ord_live_1281,BillDesk Technology Services,1399.0,251.82,1650.82,2026-08-04 17:08:40,2026-09-03 17:08:40,ISSUED
INV-2026-1282,ord_live_1282,Razorpay Software Private Limited,18468.0,3324.24,21792.239999999998,2026-08-10 14:37:37,2026-09-09 14:37:37,ISSUED
INV-2026-1283,ord_live_1283,Cashfree Payments India Pvt Ltd,13063.0,2351.34,15414.34,2026-08-05 10:52:55,2026-09-04 10:52:55,ISSUED
INV-2026-1284,ord_live_1284,Paytm Payments Bank Ltd,1412.0,254.16,1666.16,2026-08-19 03:16:41,2026-09-18 03:16:41,ISSUED
INV-2026-1285,ord_live_1285,BillDesk Technology Services,1407.0,253.26,1660.26,2026-07-02 00:56:40,2026-08-01 00:56:40,ISSUED
INV-2026-1286,ord_live_1286,PhonePe Merchant Services,138301.0,24894.18,163195.18,2026-07-16 06:25:19,2026-08-15 06:25:19,ISSUED
INV-2026-1287,ord_live_1287,BillDesk Technology Services,7179.0,1292.22,8471.22,2026-07-28 22:30:29,2026-08-27 22:30:29,ISSUED
INV-2026-1288,ord_live_1288,BillDesk Technology Services,12242.0,2203.56,14445.56,2026-08-14 19:46:55,2026-09-13 19:46:55,ISSUED
INV-2026-1289,ord_live_1289,Razorpay Software Private Limited,857.0,154.26,1011.26,2026-08-02 02:06:20,2026-09-01 02:06:20,ISSUED
INV-2026-1290,ord_live_1290,Cashfree Payments India Pvt Ltd,1019.0,183.42,1202.42,2026-07-15 13:06:03,2026-08-14 13:06:03,ISSUED
INV-2026-1291,ord_live_1291,Paytm Payments Bank Ltd,47402.0,8532.36,55934.36,2026-07-15 14:52:20,2026-08-14 14:52:20,ISSUED
INV-2026-1292,ord_live_1292,Paytm Payments Bank Ltd,18327.0,3298.86,21625.86,2026-08-01 23:31:56,2026-08-31 23:31:56,ISSUED
INV-2026-1293,ord_live_1293,BillDesk Technology Services,904.0,162.72,1066.72,2026-08-01 23:15:13,2026-08-31 23:15:13,ISSUED
INV-2026-1294,ord_live_1294,PhonePe Merchant Services,1112.0,200.16,1312.16,2026-08-08 05:43:30,2026-09-07 05:43:30,ISSUED
INV-2026-1295,ord_live_1295,Paytm Payments Bank Ltd,319.0,57.42,376.42,2026-07-27 13:56:16,2026-08-26 13:56:16,ISSUED
INV-2026-1296,ord_live_1296,PhonePe Merchant Services,919.0,165.42,1084.42,2026-07-04 03:35:12,2026-08-03 03:35:12,ISSUED
INV-2026-1297,ord_live_1297,PhonePe Merchant Services,890.0,160.2,1050.2,2026-08-01 23:48:35,2026-08-31 23:48:35,ISSUED
INV-2026-1298,ord_live_1298,Cashfree Payments India Pvt Ltd,5893.0,1060.74,6953.74,2026-07-08 12:25:23,2026-08-07 12:25:23,ISSUED
INV-2026-1299,ord_live_1299,PhonePe Merchant Services,69477.0,12505.86,81982.86,2026-07-09 15:38:32,2026-08-08 15:38:32,ISSUED
INV-2026-1300,ord_live_1300,BillDesk Technology Services,178.0,32.04,210.04,2026-07-09 07:21:51,2026-08-08 07:21:51,ISSUED
INV-2026-1301,ord_live_1301,Paytm Payments Bank Ltd,18892.0,3400.56,22292.56,2026-07-08 19:59:39,2026-08-07 19:59:39,ISSUED
INV-2026-1302,ord_live_1302,Cashfree Payments India Pvt Ltd,1361.0,244.98,1605.98,2026-08-16 18:37:21,2026-09-15 18:37:21,ISSUED
INV-2026-1303,ord_live_1303,PhonePe Merchant Services,17561.0,3160.98,20721.98,2026-07-01 20:21:43,2026-07-31 20:21:43,ISSUED
INV-2026-1304,ord_live_1304,PhonePe Merchant Services,2873.0,517.14,3390.14,2026-08-08 00:16:41,2026-09-07 00:16:41,ISSUED
INV-2026-1305,ord_live_1305,Razorpay Software Private Limited,1082.0,194.76,1276.76,2026-07-11 01:40:46,2026-08-10 01:40:46,ISSUED
INV-2026-1306,ord_live_1306,PhonePe Merchant Services,35872.0,6456.96,42328.96,2026-07-03 03:44:07,2026-08-02 03:44:07,ISSUED
INV-2026-1307,ord_live_1307,Paytm Payments Bank Ltd,956.0,172.08,1128.08,2026-07-09 22:44:13,2026-08-08 22:44:13,ISSUED
INV-2026-1308,ord_live_1308,Razorpay Software Private Limited,17453.0,3141.54,20594.54,2026-08-17 08:03:45,2026-09-16 08:03:45,ISSUED
INV-2026-1309,ord_live_1309,BillDesk Technology Services,764.0,137.52,901.52,2026-08-12 00:33:24,2026-09-11 00:33:24,ISSUED
INV-2026-1310,ord_live_1310,Razorpay Software Private Limited,19469.0,3504.42,22973.42,2026-07-22 02:22:43,2026-08-21 02:22:43,ISSUED
INV-2026-1311,ord_live_1311,Cashfree Payments India Pvt Ltd,10077.0,1813.86,11890.86,2026-07-18 02:19:14,2026-08-17 02:19:14,ISSUED
INV-2026-1312,ord_live_1312,Cashfree Payments India Pvt Ltd,18023.0,3244.14,21267.14,2026-07-21 00:22:35,2026-08-20 00:22:35,ISSUED
INV-2026-1313,ord_live_1313,Paytm Payments Bank Ltd,1484.0,267.12,1751.12,2026-08-03 21:57:25,2026-09-02 21:57:25,ISSUED
INV-2026-1314,ord_live_1314,Cashfree Payments India Pvt Ltd,688.0,123.84,811.84,2026-08-14 11:22:59,2026-09-13 11:22:59,ISSUED
INV-2026-1315,ord_live_1315,Paytm Payments Bank Ltd,1080.0,194.4,1274.4,2026-07-13 15:52:34,2026-08-12 15:52:34,ISSUED
INV-2026-1316,ord_live_1316,Paytm Payments Bank Ltd,6498.0,1169.64,7667.64,2026-07-07 04:47:37,2026-08-06 04:47:37,ISSUED
INV-2026-1317,ord_live_1317,Paytm Payments Bank Ltd,1952.0,351.36,2303.36,2026-08-02 16:40:14,2026-09-01 16:40:14,ISSUED
INV-2026-1318,ord_live_1318,Paytm Payments Bank Ltd,1568.0,282.24,1850.24,2026-07-30 12:43:49,2026-08-29 12:43:49,ISSUED
INV-2026-1319,ord_live_1319,Razorpay Software Private Limited,95702.0,17226.36,112928.36,2026-07-27 05:59:56,2026-08-26 05:59:56,ISSUED
INV-2026-1320,ord_live_1320,Razorpay Software Private Limited,11412.0,2054.16,13466.16,2026-07-20 18:41:03,2026-08-19 18:41:03,ISSUED
INV-2026-1321,ord_live_1321,Paytm Payments Bank Ltd,19535.0,3516.3,23051.3,2026-08-17 08:54:59,2026-09-16 08:54:59,ISSUED
INV-2026-1322,ord_live_1322,Cashfree Payments India Pvt Ltd,1814.0,326.52,2140.52,2026-07-11 10:53:25,2026-08-10 10:53:25,ISSUED
INV-2026-1323,ord_live_1323,PhonePe Merchant Services,38970.0,7014.6,45984.6,2026-07-02 09:19:36,2026-08-01 09:19:36,ISSUED
INV-2026-1324,ord_live_1324,PhonePe Merchant Services,1412.0,254.16,1666.16,2026-08-04 01:31:56,2026-09-03 01:31:56,ISSUED
INV-2026-1325,ord_live_1325,BillDesk Technology Services,8318.0,1497.24,9815.24,2026-07-07 19:10:46,2026-08-06 19:10:46,ISSUED
INV-2026-1326,ord_live_1326,Cashfree Payments India Pvt Ltd,480.0,86.4,566.4,2026-07-01 08:21:50,2026-07-31 08:21:50,ISSUED
INV-2026-1327,ord_live_1327,PhonePe Merchant Services,8329.0,1499.22,9828.22,2026-07-12 04:54:40,2026-08-11 04:54:40,ISSUED
INV-2026-1328,ord_live_1328,Cashfree Payments India Pvt Ltd,4842.0,871.56,5713.5599999999995,2026-07-26 06:06:11,2026-08-25 06:06:11,ISSUED
INV-2026-1329,ord_live_1329,Cashfree Payments India Pvt Ltd,607.0,109.26,716.26,2026-06-30 17:24:15,2026-07-30 17:24:15,ISSUED
INV-2026-1330,ord_live_1330,Paytm Payments Bank Ltd,114577.0,20623.86,135200.86,2026-08-07 08:36:00,2026-09-06 08:36:00,ISSUED
INV-2026-1331,ord_live_1331,BillDesk Technology Services,582.0,104.76,686.76,2026-07-04 06:07:29,2026-08-03 06:07:29,ISSUED
INV-2026-1332,ord_live_1332,Paytm Payments Bank Ltd,1128.0,203.04,1331.04,2026-08-14 18:44:07,2026-09-13 18:44:07,ISSUED
INV-2026-1333,ord_live_1333,Paytm Payments Bank Ltd,9180.0,1652.4,10832.4,2026-07-09 00:09:29,2026-08-08 00:09:29,ISSUED
INV-2026-1334,ord_live_1334,Cashfree Payments India Pvt Ltd,17428.0,3137.04,20565.04,2026-08-18 02:51:42,2026-09-17 02:51:42,ISSUED
INV-2026-1335,ord_live_1335,BillDesk Technology Services,4682.0,842.76,5524.76,2026-08-02 23:33:45,2026-09-01 23:33:45,ISSUED
INV-2026-1336,ord_live_1336,Paytm Payments Bank Ltd,27353.0,4923.54,32276.54,2026-07-04 02:57:32,2026-08-03 02:57:32,ISSUED
INV-2026-1337,ord_live_1337,Paytm Payments Bank Ltd,7391.0,1330.38,8721.380000000001,2026-07-21 01:28:07,2026-08-20 01:28:07,ISSUED
INV-2026-1338,ord_live_1338,BillDesk Technology Services,4979.0,896.22,5875.22,2026-08-01 23:51:03,2026-08-31 23:51:03,ISSUED
INV-2026-1339,ord_live_1339,Paytm Payments Bank Ltd,16968.0,3054.24,20022.239999999998,2026-08-05 10:35:29,2026-09-04 10:35:29,ISSUED
INV-2026-1340,ord_live_1340,BillDesk Technology Services,620.0,111.6,731.6,2026-07-01 08:13:37,2026-07-31 08:13:37,ISSUED
INV-2026-1341,ord_live_1341,Paytm Payments Bank Ltd,1533.0,275.94,1808.94,2026-07-05 02:03:59,2026-08-04 02:03:59,ISSUED
INV-2026-1342,ord_live_1342,Paytm Payments Bank Ltd,936.0,168.48,1104.48,2026-07-11 13:49:41,2026-08-10 13:49:41,ISSUED
INV-2026-1343,ord_live_1343,Paytm Payments Bank Ltd,125133.0,22523.94,147656.94,2026-07-28 21:24:05,2026-08-27 21:24:05,ISSUED
INV-2026-1344,ord_live_1344,BillDesk Technology Services,27774.0,4999.32,32773.32,2026-07-12 02:25:33,2026-08-11 02:25:33,ISSUED
INV-2026-1345,ord_live_1345,BillDesk Technology Services,75456.0,13582.08,89038.08,2026-08-17 09:19:29,2026-09-16 09:19:29,ISSUED
INV-2026-1346,ord_live_1346,Cashfree Payments India Pvt Ltd,569.0,102.42,671.42,2026-07-15 23:22:09,2026-08-14 23:22:09,ISSUED
INV-2026-1347,ord_live_1347,BillDesk Technology Services,67515.0,12152.7,79667.7,2026-08-17 12:02:51,2026-09-16 12:02:51,ISSUED
INV-2026-1348,ord_live_1348,Cashfree Payments India Pvt Ltd,2512.0,452.16,2964.16,2026-07-15 15:04:06,2026-08-14 15:04:06,ISSUED
INV-2026-1349,ord_live_1349,Paytm Payments Bank Ltd,3595.0,647.1,4242.1,2026-07-16 08:02:25,2026-08-15 08:02:25,ISSUED
INV-2026-1350,ord_live_1350,Razorpay Software Private Limited,3849.0,692.82,4541.82,2026-07-09 01:18:14,2026-08-08 01:18:14,ISSUED
INV-2026-1351,ord_live_1351,Razorpay Software Private Limited,12507.0,2251.26,14758.26,2026-07-15 18:56:09,2026-08-14 18:56:09,ISSUED
INV-2026-1352,ord_live_1352,BillDesk Technology Services,223.0,40.14,263.14,2026-08-05 03:56:47,2026-09-04 03:56:47,ISSUED
INV-2026-1353,ord_live_1353,Cashfree Payments India Pvt Ltd,18240.0,3283.2,21523.2,2026-07-03 20:41:42,2026-08-02 20:41:42,ISSUED
INV-2026-1354,ord_live_1354,Cashfree Payments India Pvt Ltd,951.0,171.18,1122.18,2026-07-26 13:19:24,2026-08-25 13:19:24,ISSUED
INV-2026-1355,ord_live_1355,PhonePe Merchant Services,9384.0,1689.12,11073.119999999999,2026-07-20 07:09:51,2026-08-19 07:09:51,ISSUED
INV-2026-1356,ord_live_1356,Cashfree Payments India Pvt Ltd,15648.0,2816.64,18464.64,2026-08-05 01:08:24,2026-09-04 01:08:24,ISSUED
INV-2026-1357,ord_live_1357,Razorpay Software Private Limited,1423.0,256.14,1679.1399999999999,2026-07-05 23:54:23,2026-08-04 23:54:23,ISSUED
INV-2026-1358,ord_live_1358,PhonePe Merchant Services,8241.0,1483.38,9724.380000000001,2026-07-03 17:24:43,2026-08-02 17:24:43,ISSUED
INV-2026-1359,ord_live_1359,BillDesk Technology Services,1658.0,298.44,1956.44,2026-08-07 08:42:35,2026-09-06 08:42:35,ISSUED
INV-2026-1360,ord_live_1360,Paytm Payments Bank Ltd,1956.0,352.08,2308.08,2026-07-21 18:58:00,2026-08-20 18:58:00,ISSUED
