payment_id,order_id,payment_method,payment_amount,fee_amount,tax_amount,status,gateway_ref,transaction_time,settlement_status
pay_live_1203,ord_live_1183,CARD,16484.0,329.68,59.34,CAPTURED,gw_ref_408467,2026-07-26 17:15:37,SETTLED
pay_live_1204,ord_live_1184,UPI,1487.0,0.0,0.0,CAPTURED,gw_ref_296059,2026-08-13 03:32:21,SETTLED
pay_live_1205,ord_live_1185,WALLET,1326.0,19.89,3.58,CAPTURED,gw_ref_225151,2026-07-03 09:17:52,SETTLED
pay_live_1206,ord_live_1186,UPI,11484.0,0.0,0.0,CAPTURED,gw_ref_392670,2026-07-20 12:04:20,SETTLED
pay_live_1207,ord_live_1187,CARD,1540.0,30.8,5.54,CAPTURED,gw_ref_268746,2026-07-15 01:37:09,SETTLED
pay_live_1208,ord_live_1188,CARD,22772.0,455.44,81.98,CAPTURED,gw_ref_105919,2026-07-27 09:32:18,SETTLED
pay_live_1209,ord_live_1189,UPI,15252.0,0.0,0.0,CAPTURED,gw_ref_141880,2026-08-15 05:27:47,SETTLED
pay_live_1210,ord_live_1190,UPI,97528.0,0.0,0.0,CAPTURED,gw_ref_725874,2026-08-08 23:56:39,SETTLED
pay_live_1211,ord_live_1191,UPI,35945.0,0.0,0.0,CAPTURED,gw_ref_614379,2026-07-28 03:28:17,SETTLED
pay_live_1212,ord_live_1192,CARD,9260.0,185.2,33.34,CAPTURED,gw_ref_475479,2026-07-21 14:09:23,SETTLED
pay_live_1213,ord_live_1193,UPI,1688.0,0.0,0.0,CAPTURED,gw_ref_650916,2026-07-22 20:49:44,SETTLED
pay_live_1214,ord_live_1194,UPI,503.0,0.0,0.0,CAPTURED,gw_ref_645895,2026-07-12 04:11:32,SETTLED
pay_live_1215,ord_live_1195,UPI,16709.0,0.0,0.0,CAPTURED,gw_ref_267112,2026-08-13 03:46:08,SETTLED
pay_live_1216,ord_live_1196,UPI,999.0,0.0,0.0,CAPTURED,gw_ref_523013,2026-07-05 00:33:24,SETTLED
pay_live_1217,ord_live_1197,UPI,13532.0,0.0,0.0,CAPTURED,gw_ref_323717,2026-08-01 11:21:32,SETTLED
pay_live_1218,ord_live_1198,CARD,686.0,13.72,2.47,CAPTURED,gw_ref_478323,2026-07-05 05:58:53,SETTLED
pay_live_1219,ord_live_1199,UPI,17162.0,0.0,0.0,CAPTURED,gw_ref_597923,2026-08-07 02:55:28,SETTLED
pay_live_1220,ord_live_1200,WALLET,12535.0,188.03,33.85,CAPTURED,gw_ref_220294,2026-08-08 00:32:23,SETTLED
pay_live_1221,ord_live_1201,CARD,74878.0,1497.56,269.56,CAPTURED,gw_ref_352023,2026-07-22 07:09:30,SETTLED
pay_live_1222,ord_live_1202,NET_BANKING,16398.0,15.0,2.7,CAPTURED,gw_ref_141814,2026-08-03 01:41:24,SETTLED
pay_live_1223,ord_live_1203,CARD,1685.0,33.7,6.07,CAPTURED,gw_ref_499898,2026-07-22 06:40:57,SETTLED
pay_live_1224,ord_live_1204,NET_BANKING,1488.0,15.0,2.7,CAPTURED,gw_ref_504620,2026-07-24 18:17:54,SETTLED
pay_live_1225,ord_live_1205,UPI,6634.0,0.0,0.0,CAPTURED,gw_ref_125905,2026-07-22 18:44:18,SETTLED
pay_live_1226,ord_live_1206,NET_BANKING,4776.0,15.0,2.7,CAPTURED,gw_ref_639292,2026-07-20 02:28:02,SETTLED
pay_live_1227,ord_live_1207,NET_BANKING,19248.0,15.0,2.7,CAPTURED,gw_ref_610451,2026-07-06 05:46:25,SETTLED
pay_live_1228,ord_live_1208,UPI,537.0,0.0,0.0,CAPTURED,gw_ref_435872,2026-07-22 00:14:02,SETTLED
pay_live_1229,ord_live_1209,UPI,1713.0,0.0,0.0,CAPTURED,gw_ref_275526,2026-07-07 01:50:33,SETTLED
pay_live_1230,ord_live_1210,WALLET,60503.0,907.54,163.36,CAPTURED,gw_ref_659106,2026-07-09 04:28:54,SETTLED
pay_live_1231,ord_live_1211,UPI,30848.0,0.0,0.0,CAPTURED,gw_ref_321020,2026-08-15 23:03:09,SETTLED
pay_live_1232,ord_live_1212,CARD,112347.0,2246.94,404.45,CAPTURED,gw_ref_818699,2026-08-18 08:52:27,SETTLED
pay_live_1233,ord_live_1213,UPI,1755.0,0.0,0.0,CAPTURED,gw_ref_315565,2026-08-20 00:58:56,SETTLED
pay_live_1234,ord_live_1214,UPI,135514.0,0.0,0.0,CAPTURED,gw_ref_777968,2026-08-18 18:53:16,SETTLED
pay_live_1235,ord_live_1215,NET_BANKING,29070.0,15.0,2.7,CAPTURED,gw_ref_883171,2026-07-16 10:42:16,SETTLED
pay_live_1236,ord_live_1216,CARD,18905.0,378.1,68.06,CAPTURED,gw_ref_581532,2026-07-07 18:06:10,SETTLED
pay_live_1237,ord_live_1217,CARD,29656.0,593.12,106.76,CAPTURED,gw_ref_191772,2026-07-27 11:58:43,SETTLED
pay_live_1238,ord_live_1218,UPI,910.0,0.0,0.0,CAPTURED,gw_ref_932794,2026-08-01 20:17:05,SETTLED
pay_live_1239,ord_live_1219,UPI,301.0,0.0,0.0,CAPTURED,gw_ref_702891,2026-08-15 05:22:36,SETTLED
pay_live_1240,ord_live_1220,NET_BANKING,1798.0,15.0,2.7,CAPTURED,gw_ref_527433,2026-07-31 07:55:30,SETTLED
pay_live_1241,ord_live_1221,UPI,261.0,0.0,0.0,CAPTURED,gw_ref_554059,2026-07-01 17:17:30,SETTLED
pay_live_1242,ord_live_1222,UPI,5643.0,0.0,0.0,CAPTURED,gw_ref_806004,2026-08-18 18:18:48,SETTLED
pay_live_1243,ord_live_1223,UPI,1724.0,0.0,0.0,CAPTURED,gw_ref_772580,2026-08-08 23:04:20,SETTLED
pay_live_1244,ord_live_1224,CARD,1154.0,23.08,4.15,CAPTURED,gw_ref_892682,2026-08-05 16:45:51,SETTLED
pay_live_1245,ord_live_1225,CARD,9882.0,197.64,35.58,CAPTURED,gw_ref_834928,2026-08-05 22:12:15,SETTLED
pay_live_1246,ord_live_1226,NET_BANKING,1176.0,15.0,2.7,CAPTURED,gw_ref_627262,2026-08-04 01:53:45,SETTLED
pay_live_1247,ord_live_1227,UPI,891.0,0.0,0.0,CAPTURED,gw_ref_736030,2026-07-23 17:49:45,SETTLED
pay_live_1248,ord_live_1228,UPI,1600.0,0.0,0.0,CAPTURED,gw_ref_499941,2026-08-12 05:10:43,SETTLED
pay_live_1249,ord_live_1229,UPI,792.0,0.0,0.0,CAPTURED,gw_ref_597012,2026-08-10 14:54:14,SETTLED
pay_live_1250,ord_live_1230,UPI,6418.0,0.0,0.0,CAPTURED,gw_ref_243006,2026-07-05 07:51:31,SETTLED
pay_live_1251,ord_live_1231,CARD,507.0,10.14,1.83,CAPTURED,gw_ref_409307,2026-07-02 20:04:08,SETTLED
pay_live_1252,ord_live_1232,WALLET,3199.0,47.98,8.64,CAPTURED,gw_ref_412534,2026-08-18 05:13:41,SETTLED
pay_live_1253,ord_live_1233,CARD,41753.0,835.06,150.31,CAPTURED,gw_ref_111691,2026-07-17 12:54:44,SETTLED
pay_live_1254,ord_live_1234,CARD,45339.0,906.78,163.22,CAPTURED,gw_ref_248241,2026-07-21 14:36:38,SETTLED
pay_live_1255,ord_live_1235,UPI,268.0,0.0,0.0,CAPTURED,gw_ref_700538,2026-08-15 22:05:39,SETTLED
pay_live_1256,ord_live_1236,CARD,262.0,5.24,0.94,CAPTURED,gw_ref_674122,2026-07-21 06:23:04,SETTLED
pay_live_1257,ord_live_1237,WALLET,1008.0,15.12,2.72,CAPTURED,gw_ref_320256,2026-07-22 23:05:32,SETTLED
pay_live_1258,ord_live_1238,CARD,1719.0,34.38,6.19,CAPTURED,gw_ref_322022,2026-07-03 11:45:46,SETTLED
pay_live_1259,ord_live_1239,UPI,64525.0,0.0,0.0,CAPTURED,gw_ref_249375,2026-07-10 09:14:26,SETTLED
pay_live_1260,ord_live_1240,UPI,1693.0,0.0,0.0,CAPTURED,gw_ref_746850,2026-08-10 20:25:27,SETTLED
pay_live_1261,ord_live_1241,NET_BANKING,14155.0,15.0,2.7,CAPTURED,gw_ref_220190,2026-07-23 23:49:53,SETTLED
pay_live_1262,ord_live_1242,UPI,1429.0,0.0,0.0,CAPTURED,gw_ref_993650,2026-07-17 16:12:01,SETTLED
pay_live_1263,ord_live_1243,UPI,1249.0,0.0,0.0,CAPTURED,gw_ref_583671,2026-07-07 17:54:07,SETTLED
pay_live_1264,ord_live_1244,CARD,1975.0,39.5,7.11,CAPTURED,gw_ref_404771,2026-07-31 15:07:55,SETTLED
pay_live_1265,ord_live_1245,CARD,49170.0,983.4,177.01,CAPTURED,gw_ref_202972,2026-07-06 06:56:38,SETTLED
pay_live_1266,ord_live_1246,UPI,11514.0,0.0,0.0,CAPTURED,gw_ref_446922,2026-07-19 14:50:04,SETTLED
pay_live_1267,ord_live_1247,UPI,5976.0,0.0,0.0,CAPTURED,gw_ref_204904,2026-07-12 13:18:00,SETTLED
pay_live_1268,ord_live_1248,UPI,14088.0,0.0,0.0,CAPTURED,gw_ref_302897,2026-07-30 02:09:24,SETTLED
pay_live_1269,ord_live_1249,UPI,1567.0,0.0,0.0,CAPTURED,gw_ref_444295,2026-08-16 00:37:26,SETTLED
pay_live_1270,ord_live_1250,CARD,748.0,14.96,2.69,CAPTURED,gw_ref_827143,2026-08-10 11:31:15,SETTLED
pay_live_1271,ord_live_1251,CARD,7962.0,159.24,28.66,CAPTURED,gw_ref_694397,2026-08-18 13:32:31,SETTLED
pay_live_1272,ord_live_1252,UPI,11965.0,0.0,0.0,CAPTURED,gw_ref_549112,2026-07-10 14:23:50,SETTLED
pay_live_1273,ord_live_1253,UPI,25168.0,0.0,0.0,CAPTURED,gw_ref_358133,2026-07-16 15:43:25,SETTLED
pay_live_1274,ord_live_1254,CARD,1191.0,23.82,4.29,CAPTURED,gw_ref_390119,2026-07-06 01:45:03,SETTLED
pay_live_1275,ord_live_1255,NET_BANKING,13063.0,15.0,2.7,CAPTURED,gw_ref_812591,2026-08-05 10:54:13,SETTLED
pay_live_1276,ord_live_1256,CARD,70529.0,1410.58,253.9,CAPTURED,gw_ref_585331,2026-08-05 17:45:28,SETTLED
pay_live_1277,ord_live_1257,UPI,1919.0,0.0,0.0,CAPTURED,gw_ref_610626,2026-08-10 02:21:27,SETTLED
pay_live_1278,ord_live_1258,CARD,64891.0,1297.82,233.61,CAPTURED,gw_ref_776909,2026-07-25 18:30:43,SETTLED
pay_live_1279,ord_live_1259,CARD,1050.0,21.0,3.78,CAPTURED,gw_ref_966589,2026-07-13 19:40:42,SETTLED
pay_live_1280,ord_live_1260,UPI,13317.0,0.0,0.0,CAPTURED,gw_ref_305973,2026-07-25 13:53:08,SETTLED
pay_live_1281,ord_live_1261,UPI,10764.0,0.0,0.0,CAPTURED,gw_ref_862760,2026-07-28 16:09:55,SETTLED
pay_live_1282,ord_live_1262,UPI,47402.0,0.0,0.0,CAPTURED,gw_ref_990856,2026-07-15 14:52:39,SETTLED
pay_live_1283,ord_live_1263,UPI,18866.0,0.0,0.0,CAPTURED,gw_ref_952117,2026-07-30 00:56:44,SETTLED
pay_live_1284,ord_live_1264,CARD,53124.0,1062.48,191.25,CAPTURED,gw_ref_906564,2026-07-29 16:17:14,SETTLED
pay_live_1285,ord_live_1265,CARD,1322.0,26.44,4.76,CAPTURED,gw_ref_678388,2026-08-11 06:30:46,SETTLED
pay_live_1286,ord_live_1266,UPI,1906.0,0.0,0.0,CAPTURED,gw_ref_595036,2026-07-17 08:28:34,SETTLED
pay_live_1287,ord_live_1267,CARD,1266.0,25.32,4.56,CAPTURED,gw_ref_483588,2026-08-04 15:25:01,SETTLED
pay_live_1288,ord_live_1268,UPI,11165.0,0.0,0.0,CAPTURED,gw_ref_240384,2026-08-09 06:41:45,SETTLED
pay_live_1289,ord_live_1269,UPI,793.0,0.0,0.0,CAPTURED,gw_ref_194952,2026-08-04 20:52:40,SETTLED
pay_live_1290,ord_live_1270,UPI,181.0,0.0,0.0,CAPTURED,gw_ref_111106,2026-07-02 10:13:12,SETTLED
pay_live_1291,ord_live_1271,CARD,6880.0,137.6,24.77,CAPTURED,gw_ref_893988,2026-08-08 01:09:54,SETTLED
pay_live_1292,ord_live_1272,UPI,114222.0,0.0,0.0,CAPTURED,gw_ref_266956,2026-08-06 19:36:51,SETTLED
pay_live_1293,ord_live_1273,UPI,1769.0,0.0,0.0,CAPTURED,gw_ref_791444,2026-07-01 20:26:42,SETTLED
pay_live_1294,ord_live_1274,NET_BANKING,1939.0,15.0,2.7,CAPTURED,gw_ref_871667,2026-08-16 07:41:25,SETTLED
pay_live_1295,ord_live_1275,CARD,9456.0,189.12,34.04,CAPTURED,gw_ref_142383,2026-08-15 10:40:43,SETTLED
pay_live_1296,ord_live_1276,UPI,14458.0,0.0,0.0,CAPTURED,gw_ref_343007,2026-07-10 06:19:21,SETTLED
pay_live_1297,ord_live_1277,UPI,956.0,0.0,0.0,CAPTURED,gw_ref_345386,2026-07-09 22:47:32,SETTLED
pay_live_1298,ord_live_1278,UPI,68223.0,0.0,0.0,CAPTURED,gw_ref_643042,2026-08-15 10:47:03,SETTLED
pay_live_1299,ord_live_1279,NET_BANKING,137702.0,15.0,2.7,CAPTURED,gw_ref_506945,2026-08-02 21:23:25,SETTLED
pay_live_1300,ord_live_1280,UPI,10662.0,0.0,0.0,CAPTURED,gw_ref_148693,2026-08-09 00:16:17,SETTLED
pay_live_1301,ord_live_1281,UPI,708.0,0.0,0.0,CAPTURED,gw_ref_208239,2026-08-18 18:48:08,SETTLED
pay_live_1302,ord_live_1282,CARD,1727.0,34.54,6.22,CAPTURED,gw_ref_764343,2026-08-15 17:22:43,SETTLED
pay_live_1303,ord_live_1283,NET_BANKING,94199.0,15.0,2.7,CAPTURED,gw_ref_706739,2026-07-18 10:21:09,SETTLED
pay_live_1304,ord_live_1284,UPI,17698.0,0.0,0.0,CAPTURED,gw_ref_494956,2026-07-13 15:54:13,SETTLED
pay_live_1305,ord_live_1285,CARD,1359.0,27.18,4.89,CAPTURED,gw_ref_716225,2026-08-17 03:18:32,SETTLED
pay_live_1306,ord_live_1286,CARD,575.0,11.5,2.07,CAPTURED,gw_ref_641760,2026-07-03 12:27:10,SETTLED
pay_live_1307,ord_live_1287,UPI,1226.0,0.0,0.0,CAPTURED,gw_ref_641455,2026-07-10 22:44:03,SETTLED
pay_live_1308,ord_live_1288,UPI,687.0,0.0,0.0,CAPTURED,gw_ref_610511,2026-07-20 18:44:09,SETTLED
pay_live_1309,ord_live_1289,CARD,1611.0,32.22,5.8,CAPTURED,gw_ref_626214,2026-08-15 10:59:11,SETTLED
pay_live_1310,ord_live_1290,NET_BANKING,22381.0,15.0,2.7,CAPTURED,gw_ref_273650,2026-07-26 00:15:54,SETTLED
pay_live_1311,ord_live_1291,UPI,1333.0,0.0,0.0,CAPTURED,gw_ref_774734,2026-07-06 19:23:02,SETTLED
pay_live_1312,ord_live_1292,UPI,8318.0,0.0,0.0,CAPTURED,gw_ref_295984,2026-07-07 19:12:12,SETTLED
pay_live_1313,ord_live_1293,UPI,2461.0,0.0,0.0,CAPTURED,gw_ref_793223,2026-08-16 19:51:28,SETTLED
pay_live_1314,ord_live_1294,UPI,46574.0,0.0,0.0,CAPTURED,gw_ref_855242,2026-07-28 01:23:04,SETTLED
pay_live_1315,ord_live_1295,UPI,386.0,0.0,0.0,CAPTURED,gw_ref_602290,2026-07-30 20:03:30,SETTLED
pay_live_1316,ord_live_1296,UPI,1642.0,0.0,0.0,CAPTURED,gw_ref_778700,2026-07-17 19:21:09,SETTLED
pay_live_1317,ord_live_1297,NET_BANKING,582.0,15.0,2.7,CAPTURED,gw_ref_355506,2026-07-04 06:07:50,SETTLED
pay_live_1318,ord_live_1298,UPI,12190.0,0.0,0.0,CAPTURED,gw_ref_241268,2026-08-13 12:42:30,SETTLED
pay_live_1319,ord_live_1299,CARD,372.0,7.44,1.34,CAPTURED,gw_ref_700067,2026-07-30 13:30:17,SETTLED
pay_live_1320,ord_live_1300,UPI,69633.0,0.0,0.0,CAPTURED,gw_ref_370804,2026-08-04 06:53:48,SETTLED
pay_live_1321,ord_live_1301,WALLET,25365.0,380.47,68.48,CAPTURED,gw_ref_525151,2026-08-02 23:38:19,SETTLED
pay_live_1322,ord_live_1302,CARD,1796.0,35.92,6.47,CAPTURED,gw_ref_768595,2026-08-05 01:17:34,SETTLED
pay_live_1323,ord_live_1303,UPI,48956.0,0.0,0.0,CAPTURED,gw_ref_189913,2026-07-08 06:16:20,SETTLED
pay_live_1324,ord_live_1304,UPI,212.0,0.0,0.0,CAPTURED,gw_ref_605065,2026-07-29 13:36:37,SETTLED
pay_live_1325,ord_live_1305,UPI,12098.0,0.0,0.0,CAPTURED,gw_ref_730025,2026-08-15 09:28:56,SETTLED
pay_live_1326,ord_live_1306,UPI,3484.0,0.0,0.0,CAPTURED,gw_ref_753484,2026-07-27 20:45:47,SETTLED
pay_live_1327,ord_live_1307,CARD,936.0,18.72,3.37,CAPTURED,gw_ref_275868,2026-07-11 13:52:06,SETTLED
pay_live_1328,ord_live_1308,CARD,1977.0,39.54,7.12,CAPTURED,gw_ref_575497,2026-07-24 21:08:48,SETTLED
pay_live_1329,ord_live_1309,CARD,1199.0,23.98,4.32,CAPTURED,gw_ref_340977,2026-07-26 01:09:31,SETTLED
pay_live_1330,ord_live_1310,UPI,11776.0,0.0,0.0,CAPTURED,gw_ref_213844,2026-07-30 06:47:51,SETTLED
pay_live_1331,ord_live_1311,UPI,36220.0,0.0,0.0,CAPTURED,gw_ref_628859,2026-07-29 20:13:54,SETTLED
pay_live_1332,ord_live_1312,CARD,1451.0,29.02,5.22,CAPTURED,gw_ref_734924,2026-07-27 04:51:25,SETTLED
pay_live_1333,ord_live_1313,UPI,1315.0,0.0,0.0,CAPTURED,gw_ref_744610,2026-07-02 23:42:56,SETTLED
pay_live_1334,ord_live_1314,CARD,578.0,11.56,2.08,CAPTURED,gw_ref_627778,2026-08-03 15:53:37,SETTLED
pay_live_1335,ord_live_1315,CARD,105693.0,2113.86,380.49,CAPTURED,gw_ref_605666,2026-08-16 03:21:33,SETTLED
pay_live_1336,ord_live_1316,CARD,63267.0,1265.34,227.76,CAPTURED,gw_ref_967719,2026-08-02 16:31:05,SETTLED
pay_live_1337,ord_live_1317,UPI,68182.0,0.0,0.0,CAPTURED,gw_ref_647403,2026-07-12 05:47:17,SETTLED
pay_live_1338,ord_live_1318,UPI,63997.0,0.0,0.0,CAPTURED,gw_ref_831531,2026-07-25 01:21:16,SETTLED
pay_live_1339,ord_live_1319,UPI,475.0,0.0,0.0,CAPTURED,gw_ref_941272,2026-08-18 02:32:22,SETTLED
pay_live_1340,ord_live_1320,UPI,23776.0,0.0,0.0,CAPTURED,gw_ref_467544,2026-08-04 22:30:00,SETTLED
pay_live_1341,ord_live_1321,CARD,775.0,15.5,2.79,CAPTURED,gw_ref_546157,2026-08-10 12:00:28,SETTLED
pay_live_1342,ord_live_1322,UPI,8241.0,0.0,0.0,CAPTURED,gw_ref_903061,2026-07-03 17:28:57,SETTLED
pay_live_1343,ord_live_1323,UPI,1658.0,0.0,0.0,CAPTURED,gw_ref_397026,2026-08-07 08:43:27,SETTLED
pay_live_1344,ord_live_1324,CARD,41821.0,836.42,150.56,CAPTURED,gw_ref_528497,2026-07-19 09:18:47,SETTLED
pay_live_1345,ord_live_1325,UPI,17693.0,0.0,0.0,CAPTURED,gw_ref_843596,2026-07-16 07:38:57,SETTLED
pay_live_1346,ord_live_1326,CARD,11275.0,225.5,40.59,CAPTURED,gw_ref_706063,2026-07-24 23:34:54,SETTLED
pay_live_1347,ord_live_1327,UPI,1906.0,0.0,0.0,CAPTURED,gw_ref_107543,2026-07-31 23:11:27,SETTLED
pay_live_1348,ord_live_1328,UPI,44294.0,0.0,0.0,CAPTURED,gw_ref_821175,2026-07-20 22:04:31,SETTLED
pay_live_1349,ord_live_1329,NET_BANKING,1232.0,15.0,2.7,CAPTURED,gw_ref_479867,2026-08-07 03:50:05,SETTLED
pay_live_1350,ord_live_1330,UPI,876.0,0.0,0.0,CAPTURED,gw_ref_783226,2026-08-05 16:35:23,SETTLED
pay_live_1351,ord_live_1331,CARD,139304.0,2786.08,501.49,CAPTURED,gw_ref_996508,2026-07-29 14:49:13,SETTLED
pay_live_1352,ord_live_1332,UPI,18001.0,0.0,0.0,CAPTURED,gw_ref_483405,2026-07-12 02:46:02,SETTLED
pay_live_1353,ord_live_1333,CARD,63792.0,1275.84,229.65,CAPTURED,gw_ref_891645,2026-07-03 09:29:41,SETTLED
pay_live_1354,ord_live_1334,UPI,1134.0,0.0,0.0,CAPTURED,gw_ref_921861,2026-07-29 20:08:31,SETTLED
pay_live_1355,ord_live_1335,CARD,1188.0,23.76,4.28,CAPTURED,gw_ref_488196,2026-08-04 22:01:42,SETTLED
pay_live_1356,ord_live_1336,CARD,1764.0,35.28,6.35,CAPTURED,gw_ref_366105,2026-08-14 06:32:08,SETTLED
pay_live_1357,ord_live_1337,WALLET,9896.0,148.44,26.72,CAPTURED,gw_ref_911801,2026-07-13 04:36:22,SETTLED
pay_live_1358,ord_live_1338,CARD,930.0,18.6,3.35,CAPTURED,gw_ref_996531,2026-07-30 03:17:04,SETTLED
pay_live_1359,ord_live_1339,NET_BANKING,3038.0,15.0,2.7,CAPTURED,gw_ref_884140,2026-07-05 21:25:34,SETTLED
pay_live_1360,ord_live_1340,UPI,449.0,0.0,0.0,CAPTURED,gw_ref_205149,2026-07-06 00:55:59,SETTLED
pay_live_1361,ord_live_1341,UPI,22788.0,0.0,0.0,CAPTURED,gw_ref_924265,2026-07-14 16:01:30,SETTLED
pay_live_1362,ord_live_1342,UPI,64854.0,0.0,0.0,CAPTURED,gw_ref_743852,2026-07-18 02:41:33,SETTLED
pay_live_1363,ord_live_1343,CARD,523.0,10.46,1.88,CAPTURED,gw_ref_268546,2026-08-06 13:49:28,SETTLED
pay_live_1364,ord_live_1344,UPI,591.0,0.0,0.0,CAPTURED,gw_ref_943442,2026-08-05 21:44:09,SETTLED
pay_live_1365,ord_live_1345,UPI,4569.0,0.0,0.0,CAPTURED,gw_ref_594580,2026-08-02 08:23:27,SETTLED
pay_live_1366,ord_live_1346,WALLET,42321.0,634.81,114.27,CAPTURED,gw_ref_192422,2026-08-08 04:42:17,SETTLED
pay_live_1367,ord_live_1347,UPI,1021.0,0.0,0.0,CAPTURED,gw_ref_488848,2026-07-31 16:24:38,SETTLED
pay_live_1368,ord_live_1348,UPI,14454.0,0.0,0.0,CAPTURED,gw_ref_859687,2026-07-06 04:19:20,SETTLED
pay_live_1369,ord_live_1349,UPI,414.0,0.0,0.0,CAPTURED,gw_ref_743789,2026-07-25 07:54:15,SETTLED
pay_live_1370,ord_live_1350,CARD,317.0,6.34,1.14,CAPTURED,gw_ref_846172,2026-07-05 09:22:04,SETTLED
pay_live_1371,ord_live_1351,WALLET,277.0,4.16,0.75,CAPTURED,gw_ref_911187,2026-07-11 22:29:14,SETTLED
pay_live_1372,ord_live_1352,NET_BANKING,1234.0,15.0,2.7,CAPTURED,gw_ref_560295,2026-07-06 04:43:13,SETTLED
pay_live_1373,ord_live_1353,UPI,946.0,0.0,0.0,CAPTURED,gw_ref_399899,2026-07-24 11:51:32,SETTLED
pay_live_1374,ord_live_1354,UPI,878.0,0.0,0.0,CAPTURED,gw_ref_640869,2026-07-10 13:21:50,SETTLED
pay_live_1375,ord_live_1355,CARD,989.0,19.78,3.56,CAPTURED,gw_ref_806765,2026-07-17 22:21:06,SETTLED
pay_live_1376,ord_live_1356,UPI,67244.0,0.0,0.0,CAPTURED,gw_ref_786837,2026-08-10 00:40:51,SETTLED
pay_live_1377,ord_live_1357,UPI,112.0,0.0,0.0,CAPTURED,gw_ref_191061,2026-07-25 19:55:09,SETTLED
pay_live_1378,ord_live_1358,WALLET,980.0,14.7,2.65,CAPTURED,gw_ref_470281,2026-08-11 04:11:53,SETTLED
pay_live_1379,ord_live_1359,CARD,7820.0,156.4,28.15,CAPTURED,gw_ref_714549,2026-07-25 19:22:24,SETTLED
pay_live_1380,ord_live_1360,UPI,673.0,0.0,0.0,CAPTURED,gw_ref_872722,2026-08-19 21:23:24,SETTLED
pay_live_1381,ord_live_1361,CARD,1671.0,33.42,6.02,CAPTURED,gw_ref_676289,2026-08-04 09:47:25,SETTLED
pay_live_1382,ord_live_1362,UPI,24532.0,0.0,0.0,CAPTURED,gw_ref_711248,2026-08-19 22:48:27,SETTLED
pay_live_1383,ord_live_1363,UPI,1447.0,0.0,0.0,CAPTURED,gw_ref_337288,2026-07-10 07:30:21,SETTLED
pay_live_1384,ord_live_1364,CARD,137815.0,2756.3,496.13,CAPTURED,gw_ref_576849,2026-08-06 21:36:21,SETTLED
pay_live_1385,ord_live_1365,WALLET,13781.0,206.72,37.21,CAPTURED,gw_ref_373791,2026-08-14 02:38:52,SETTLED
pay_live_1386,ord_live_1366,UPI,13632.0,0.0,0.0,CAPTURED,gw_ref_211636,2026-07-11 05:43:31,SETTLED
pay_live_1387,ord_live_1367,CARD,131421.0,2628.42,473.12,CAPTURED,gw_ref_408545,2026-07-06 09:10:43,SETTLED
pay_live_1388,ord_live_1368,UPI,9242.0,0.0,0.0,CAPTURED,gw_ref_941945,2026-07-28 20:26:38,SETTLED
pay_live_1389,ord_live_1369,UPI,11680.0,0.0,0.0,CAPTURED,gw_ref_664032,2026-07-26 11:10:14,SETTLED
pay_live_1390,ord_live_1370,NET_BANKING,1705.0,15.0,2.7,CAPTURED,gw_ref_827912,2026-07-14 01:32:40,SETTLED
pay_live_1391,ord_live_1371,UPI,16825.0,0.0,0.0,CAPTURED,gw_ref_690525,2026-07-20 11:22:25,SETTLED
pay_live_1392,ord_live_1372,UPI,7385.0,0.0,0.0,CAPTURED,gw_ref_894268,2026-08-16 16:35:25,SETTLED
pay_live_1393,ord_live_1373,UPI,1045.0,0.0,0.0,CAPTURED,gw_ref_814703,2026-07-14 21:44:15,SETTLED
pay_live_1394,ord_live_1374,UPI,158.0,0.0,0.0,CAPTURED,gw_ref_605382,2026-08-17 04:56:36,SETTLED
pay_live_1395,ord_live_1375,UPI,1542.0,0.0,0.0,CAPTURED,gw_ref_501261,2026-07-13 15:18:32,SETTLED
pay_live_1396,ord_live_1376,CARD,19592.0,391.84,70.53,CAPTURED,gw_ref_809794,2026-07-11 20:22:14,SETTLED
pay_live_1397,ord_live_1377,CARD,18039.0,360.78,64.94,CAPTURED,gw_ref_532459,2026-08-03 05:23:29,SETTLED
pay_live_1398,ord_live_1378,WALLET,13400.0,201.0,36.18,CAPTURED,gw_ref_661671,2026-07-22 23:43:45,SETTLED
pay_live_1399,ord_live_1379,UPI,373.0,0.0,0.0,CAPTURED,gw_ref_360316,2026-07-20 12:17:43,SETTLED
pay_live_1400,ord_live_1380,UPI,18738.0,0.0,0.0,CAPTURED,gw_ref_806423,2026-07-24 22:41:42,SETTLED
pay_live_1401,ord_live_1381,CARD,19608.0,392.16,70.59,CAPTURED,gw_ref_179721,2026-08-14 06:02:16,SETTLED
pay_live_1402,ord_live_1382,CARD,743.0,14.86,2.67,CAPTURED,gw_ref_599704,2026-07-29 04:05:36,SETTLED
pay_live_1403,ord_live_1383,UPI,1768.0,0.0,0.0,CAPTURED,gw_ref_701581,2026-07-25 02:34:42,SETTLED
pay_live_1404,ord_live_1384,UPI,1819.0,0.0,0.0,CAPTURED,gw_ref_623238,2026-07-29 00:11:52,SETTLED
pay_live_1405,ord_live_1385,CARD,661.0,13.22,2.38,CAPTURED,gw_ref_871153,2026-07-15 02:20:20,SETTLED
pay_live_1406,ord_live_1386,UPI,5709.0,0.0,0.0,CAPTURED,gw_ref_316823,2026-08-05 12:20:14,SETTLED
